Date,fuel_price,fuel_price_lag_1,fuel_price_lag_2,fuel_price_lag_3,fuel_price_lag_4,fuel_price_lag_5,fuel_price_lag_6,CPI,CPI_lag_1,CPI_lag_2,CPI_lag_3,CPI_lag_4,CPI_lag_5,CPI_lag_6,stock_value,stock_value_lag_1,stock_value_lag_2,stock_value_lag_3,stock_value_lag_4,Year,Exports,Imports,Cereal_Production,Food_Production,cereal_production_lag_1,food_prod_lag_1,food_prod_lag_2,food_prod_lag_3,food_prod_lag_4,food_prod_lag_5,food_prod_lag_6,food_prod_lag_7,food_prod_lag_8,food_prod_lag_9,interest,intrest_lag1,intrest_lag2,intrest_lag3,intrest_lag4,intrest_lag5,intrest_lag6
1996-06-01,1.256,1.279,1.231,1.137,1.089,1.09,1.071,3.578663,2.62273,2.747989,3.319783,2.366464,2.496626,2.03666,11105.69,11088.85,10965.52,11045.78,10899.93,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.27,5.24,5.22,5.31,5.22,5.56,5.6
1996-07-01,1.227,1.256,1.279,1.231,1.137,1.089,1.09,3.981107,3.578663,2.62273,2.747989,3.319783,2.366464,2.496626,10836.66,11105.69,11088.85,10965.52,11045.78,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.4,5.27,5.24,5.22,5.31,5.22,5.56
1996-08-01,1.207,1.227,1.256,1.279,1.231,1.137,1.089,4.312668,3.981107,3.578663,2.62273,2.747989,3.319783,2.366464,10990.92,10836.66,11105.69,11088.85,10965.52,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.22,5.4,5.27,5.24,5.22,5.31,5.22
1996-09-01,1.202,1.207,1.227,1.256,1.279,1.231,1.137,4.490617,4.312668,3.981107,3.578663,2.62273,2.747989,3.319783,11476.11,10990.92,10836.66,11105.69,11088.85,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.3,5.22,5.4,5.27,5.24,5.22,5.31
1996-10-01,1.204,1.202,1.207,1.227,1.256,1.279,1.231,4.742819,4.490617,4.312668,3.981107,3.578663,2.62273,2.747989,11721.11,11476.11,10990.92,10836.66,11105.69,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.24,5.3,5.22,5.4,5.27,5.24,5.22
1996-11-01,1.232,1.204,1.202,1.207,1.227,1.256,1.279,5.150502,4.742819,4.490617,4.312668,3.981107,3.578663,2.62273,12658.62,11721.11,11476.11,10990.92,10836.66,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.31,5.24,5.3,5.22,5.4,5.27,5.24
1996-12-01,1.235,1.232,1.204,1.202,1.207,1.227,1.256,4.923486,5.150502,4.742819,4.490617,4.312668,3.981107,3.578663,12516.09,12658.62,11721.11,11476.11,10990.92,1996,46834719748.68107,15121809973.546627,335780123.1,76.52,71.51,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,65.48,5.29,5.31,5.24,5.3,5.22,5.4,5.27
1997-01-01,1.236,1.235,1.232,1.204,1.202,1.207,1.227,3.949967,4.923486,5.150502,4.742819,4.490617,4.312668,3.981107,13183.33,12516.09,12658.62,11721.11,11476.11,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.25,5.29,5.31,5.24,5.3,5.22,5.4
1997-02-01,1.23,1.236,1.235,1.232,1.204,1.202,1.207,4.161162,3.949967,4.923486,5.150502,4.742819,4.490617,4.312668,13267.16,13183.33,12516.09,12658.62,11721.11,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.19,5.25,5.29,5.31,5.24,5.3,5.22
1997-03-01,1.205,1.23,1.236,1.235,1.232,1.204,1.202,3.409836,4.161162,3.949967,4.923486,5.150502,4.742819,4.490617,12666.62,13267.16,13183.33,12516.09,12658.62,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.39,5.19,5.25,5.29,5.31,5.24,5.3
1997-04-01,1.199,1.205,1.23,1.236,1.235,1.232,1.204,2.739726,3.409836,4.161162,3.949967,4.923486,5.150502,4.742819,13464.29,12666.62,13267.16,13183.33,12516.09,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.51,5.39,5.19,5.25,5.29,5.31,5.24
1997-05-01,1.2,1.199,1.205,1.23,1.236,1.235,1.232,3.211009,2.739726,3.409836,4.161162,3.949967,4.923486,5.150502,14090.18,13464.29,12666.62,13267.16,13183.33,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.5,5.51,5.39,5.19,5.25,5.29,5.31
1997-06-01,1.198,1.2,1.199,1.205,1.23,1.236,1.235,2.542373,3.211009,2.739726,3.409836,4.161162,3.949967,4.923486,14731.78,14090.18,13464.29,12666.62,13267.16,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.56,5.5,5.51,5.39,5.19,5.25,5.29
1997-07-01,1.174,1.198,1.2,1.199,1.205,1.23,1.236,2.336145,2.542373,3.211009,2.739726,3.409836,4.161162,3.949967,15770.95,14731.78,14090.18,13464.29,12666.62,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.52,5.56,5.5,5.51,5.39,5.19,5.25
1997-08-01,1.224,1.174,1.198,1.2,1.199,1.205,1.23,2.390181,2.336145,2.542373,3.211009,2.739726,3.409836,4.161162,14589.27,15770.95,14731.78,14090.18,13464.29,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.54,5.52,5.56,5.5,5.51,5.39,5.19
1997-09-01,1.231,1.224,1.174,1.198,1.2,1.199,1.205,1.731879,2.390181,2.336145,2.542373,3.211009,2.739726,3.409836,15167.58,14589.27,15770.95,14731.78,14090.18,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.54,5.54,5.52,5.56,5.5,5.51,5.39
1997-10-01,1.197,1.231,1.224,1.174,1.198,1.2,1.199,1.403061,1.731879,2.390181,2.336145,2.542373,3.211009,2.739726,14177.2,15167.58,14589.27,15770.95,14731.78,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.5,5.54,5.54,5.52,5.56,5.5,5.51
1997-11-01,1.171,1.197,1.231,1.224,1.174,1.198,1.2,1.208651,1.403061,1.731879,2.390181,2.336145,2.542373,3.211009,14910.83,14177.2,15167.58,14589.27,15770.95,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.52,5.5,5.54,5.54,5.52,5.56,5.5
1997-12-01,1.131,1.171,1.197,1.231,1.224,1.174,1.198,0.9511731,1.208651,1.403061,1.731879,2.390181,2.336145,2.542373,15089.04,14910.83,14177.2,15167.58,14589.27,1997,49618986676.41421,16739896098.78973,336582161.5,79.13,76.52,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,60.46,5.5,5.52,5.5,5.54,5.54,5.52,5.56
1998-01-01,1.086,1.131,1.171,1.197,1.231,1.224,1.174,1.963268,0.9511731,1.208651,1.403061,1.731879,2.390181,2.336145,15061.88,15089.04,14910.83,14177.2,15167.58,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.56,5.5,5.52,5.5,5.54,5.54,5.52
1998-02-01,1.049,1.086,1.131,1.171,1.197,1.231,1.224,1.458465,1.963268,0.9511731,1.208651,1.403061,1.731879,2.390181,16245.41,15061.88,15089.04,14910.83,14177.2,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.51,5.56,5.5,5.52,5.5,5.54,5.54
1998-03-01,1.017,1.049,1.086,1.131,1.171,1.197,1.231,1.585289,1.458465,1.963268,0.9511731,1.208651,1.403061,1.731879,16702.04,16245.41,15061.88,15089.04,14910.83,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.49,5.51,5.56,5.5,5.52,5.5,5.54
1998-04-01,1.03,1.017,1.049,1.086,1.131,1.171,1.197,1.714286,1.585289,1.458465,1.963268,0.9511731,1.208651,1.403061,17166.02,16702.04,16245.41,15061.88,15089.04,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.45,5.49,5.51,5.56,5.5,5.52,5.5
1998-05-01,1.064,1.03,1.017,1.049,1.086,1.131,1.171,2.031746,1.714286,1.585289,1.458465,1.963268,0.9511731,1.208651,16829.81,17166.02,16702.04,16245.41,15061.88,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.49,5.45,5.49,5.51,5.56,5.5,5.52
1998-06-01,1.064,1.064,1.03,1.017,1.049,1.086,1.131,2.034329,2.031746,1.714286,1.585289,1.458465,1.963268,0.9511731,16901.41,16829.81,17166.02,16702.04,16245.41,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.56,5.49,5.45,5.49,5.51,5.56,5.5
1998-07-01,1.055,1.064,1.064,1.03,1.017,1.049,1.086,1.965758,2.034329,2.031746,1.714286,1.585289,1.458465,1.963268,16753.88,16901.41,16829.81,17166.02,16702.04,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.54,5.56,5.49,5.45,5.49,5.51,5.56
1998-08-01,1.026,1.055,1.064,1.064,1.03,1.017,1.049,1.829653,1.965758,2.034329,2.031746,1.714286,1.585289,1.458465,14203.61,16753.88,16901.41,16829.81,17166.02,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.55,5.54,5.56,5.49,5.45,5.49,5.51
1998-09-01,1.009,1.026,1.055,1.064,1.064,1.03,1.017,1.639344,1.829653,1.965758,2.034329,2.031746,1.714286,1.585289,14751.97,14203.61,16753.88,16901.41,16829.81,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.51,5.55,5.54,5.56,5.49,5.45,5.49
1998-10-01,1.019,1.009,1.026,1.055,1.064,1.064,1.03,2.201258,1.639344,1.829653,1.965758,2.034329,2.031746,1.714286,16127.37,14751.97,14203.61,16753.88,16901.41,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,5.07,5.51,5.55,5.54,5.56,5.49,5.45
1998-11-01,0.995,1.019,1.009,1.026,1.055,1.064,1.064,2.137021,2.201258,1.639344,1.829653,1.965758,2.034329,2.031746,17111.76,16127.37,14751.97,14203.61,16753.88,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,4.83,5.07,5.51,5.55,5.54,5.56,5.49
1998-12-01,0.945,0.995,1.019,1.009,1.026,1.055,1.064,2.135678,2.137021,2.201258,1.639344,1.829653,1.965758,2.034329,17242.73,17111.76,16127.37,14751.97,14203.61,1998,49900259952.24973,18896373746.266922,349425744.5,80.09,79.13,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,66.52,4.68,4.83,5.07,5.51,5.55,5.54,5.56
1999-01-01,0.939,0.945,0.995,1.019,1.009,1.026,1.055,2.04969,2.135678,2.137021,2.201258,1.639344,1.829653,1.965758,17529.09,17242.73,17111.76,16127.37,14751.97,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.63,4.68,4.83,5.07,5.51,5.55,5.54
1999-02-01,0.921,0.939,0.945,0.995,1.019,1.009,1.026,2.375,2.04969,2.135678,2.137021,2.201258,1.639344,1.829653,17412.61,17529.09,17242.73,17111.76,16127.37,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.76,4.63,4.68,4.83,5.07,5.51,5.55
1999-03-01,0.982,0.921,0.939,0.945,0.995,1.019,1.009,1.997503,2.375,2.04969,2.135678,2.137021,2.201258,1.639344,18251.19,17412.61,17529.09,17242.73,17111.76,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.81,4.76,4.63,4.68,4.83,5.07,5.51
1999-04-01,1.131,0.982,0.921,0.939,0.945,0.995,1.019,2.059925,1.997503,2.375,2.04969,2.135678,2.137021,2.201258,19981.3,18251.19,17412.61,17529.09,17242.73,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.74,4.81,4.76,4.63,4.68,4.83,5.07
1999-05-01,1.131,1.131,0.982,0.921,0.939,0.945,0.995,1.991288,2.059925,1.997503,2.375,2.04969,2.135678,2.137021,19556.64,19981.3,18251.19,17412.61,17529.09,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.74,4.74,4.81,4.76,4.63,4.68,4.83
1999-06-01,1.114,1.131,1.131,0.982,0.921,0.939,0.945,1.99377,1.991288,2.059925,1.997503,2.375,2.04969,2.135678,20317.92,19556.64,19981.3,18251.19,17412.61,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.76,4.74,4.74,4.81,4.76,4.63,4.68
1999-07-01,1.158,1.114,1.131,1.131,0.982,0.921,0.939,1.803483,1.99377,1.991288,2.059925,1.997503,2.375,2.04969,19669.41,20317.92,19556.64,19981.3,18251.19,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,4.99,4.76,4.74,4.74,4.81,4.76,4.63
1999-08-01,1.221,1.158,1.114,1.131,1.131,0.982,0.921,1.672862,1.803483,1.99377,1.991288,2.059925,1.997503,2.375,19947.53,19669.41,20317.92,19556.64,19981.3,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,5.07,4.99,4.76,4.74,4.74,4.81,4.76
1999-09-01,1.256,1.221,1.158,1.114,1.131,1.131,0.982,2.047146,1.672862,1.803483,1.99377,1.991288,2.059925,1.997503,18947.63,19947.53,19669.41,20317.92,19556.64,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,5.22,5.07,4.99,4.76,4.74,4.74,4.81
1999-10-01,1.244,1.256,1.221,1.158,1.114,1.131,1.131,1.6,2.047146,1.672862,1.803483,1.99377,1.991288,2.059925,19635.64,18947.63,19947.53,19669.41,20317.92,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,5.2,5.22,5.07,4.99,4.76,4.74,4.74
1999-11-01,1.251,1.244,1.256,1.221,1.158,1.114,1.131,1.6,1.6,2.047146,1.672862,1.803483,1.99377,1.991288,19895.51,19635.64,18947.63,19947.53,19669.41,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,5.42,5.2,5.22,5.07,4.99,4.76,4.74
1999-12-01,1.273,1.251,1.244,1.256,1.221,1.158,1.114,1.722017,1.6,1.6,2.047146,1.672862,1.803483,1.99377,21028.23,19895.51,19635.64,18947.63,19947.53,1999,51899005069.460625,20839976138.38289,335364364.0,81.01,80.09,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,68.81,5.3,5.42,5.2,5.22,5.07,4.99,4.76
2000-01-01,1.289,1.273,1.251,1.244,1.256,1.221,1.158,1.217285,1.722017,1.6,1.6,2.047146,1.672862,1.803483,19944.59,21028.23,19895.51,19635.64,18947.63,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,5.45,5.3,5.42,5.2,5.22,5.07,4.99
2000-02-01,1.377,1.289,1.273,1.251,1.244,1.256,1.221,1.526252,1.217285,1.722017,1.6,1.6,2.047146,1.672862,18362.63,19944.59,21028.23,19895.51,19635.64,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,5.73,5.45,5.3,5.42,5.2,5.22,5.07
2000-03-01,1.516,1.377,1.289,1.273,1.251,1.244,1.256,1.835985,1.526252,1.217285,1.722017,1.6,1.6,2.047146,19637.61,18362.63,19944.59,21028.23,19895.51,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,5.85,5.73,5.45,5.3,5.42,5.2,5.22
2000-04-01,1.465,1.516,1.377,1.289,1.273,1.251,1.244,1.834862,1.835985,1.526252,1.217285,1.722017,1.6,1.6,19288.84,19637.61,18362.63,19944.59,21028.23,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.02,5.85,5.73,5.45,5.3,5.42,5.2
2000-05-01,1.487,1.465,1.516,1.377,1.289,1.273,1.251,2.196461,1.834862,1.835985,1.526252,1.217285,1.722017,1.6,18887.58,19288.84,19637.61,18362.63,19944.59,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.27,6.02,5.85,5.73,5.45,5.3,5.42
2000-06-01,1.633,1.487,1.465,1.516,1.377,1.289,1.273,2.199145,2.196461,1.834862,1.835985,1.526252,1.217285,1.722017,18649.48,18887.58,19288.84,19637.61,18362.63,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.53,6.27,6.02,5.85,5.73,5.45,5.3
2000-07-01,1.551,1.633,1.487,1.465,1.516,1.377,1.289,2.810018,2.199145,2.196461,1.834862,1.835985,1.526252,1.217285,18739.65,18649.48,18887.58,19288.84,19637.61,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.54,6.53,6.27,6.02,5.85,5.73,5.45
2000-08-01,1.465,1.551,1.633,1.487,1.465,1.516,1.377,2.925046,2.810018,2.199145,2.196461,1.834862,1.835985,1.526252,19974.09,18739.65,18649.48,18887.58,19288.84,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.5,6.54,6.53,6.27,6.02,5.85,5.73
2000-09-01,1.55,1.465,1.551,1.633,1.487,1.465,1.516,2.735562,2.925046,2.810018,2.199145,2.196461,1.834862,1.835985,18873.43,19974.09,18739.65,18649.48,18887.58,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.52,6.5,6.54,6.53,6.27,6.02,5.85
2000-10-01,1.532,1.55,1.465,1.551,1.633,1.487,1.465,2.422774,2.735562,2.925046,2.810018,2.199145,2.196461,1.834862,19407.95,18873.43,19974.09,18739.65,18649.48,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.51,6.52,6.5,6.54,6.53,6.27,6.02
2000-11-01,1.517,1.532,1.55,1.465,1.551,1.633,1.487,2.241066,2.422774,2.735562,2.925046,2.810018,2.199145,2.196461,18412.82,19407.95,18873.43,19974.09,18739.65,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.51,6.51,6.52,6.5,6.54,6.53,6.27
2000-12-01,1.443,1.517,1.532,1.55,1.465,1.551,1.633,2.902056,2.241066,2.422774,2.735562,2.925046,2.810018,2.199145,19083.95,18412.82,19407.95,18873.43,19974.09,2000,53712081373.91904,22634025512.433666,342631506.0,83.0,81.01,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,67.32,6.4,6.51,6.51,6.52,6.5,6.54,6.53
2001-01-01,1.447,1.443,1.517,1.532,1.55,1.465,1.551,3.006614,2.902056,2.241066,2.422774,2.735562,2.925046,2.810018,19139.98,19083.95,18412.82,19407.95,18873.43,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,5.98,6.4,6.51,6.51,6.52,6.5,6.54
2001-02-01,1.45,1.447,1.443,1.517,1.532,1.55,1.465,3.307276,3.006614,2.902056,2.241066,2.422774,2.735562,2.925046,18377.24,19139.98,19083.95,18412.82,19407.95,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,5.49,5.98,6.4,6.51,6.51,6.52,6.5
2001-03-01,1.409,1.45,1.447,1.443,1.517,1.532,1.55,3.365385,3.307276,3.006614,2.902056,2.241066,2.422774,2.735562,17258.23,18377.24,19139.98,19083.95,18412.82,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,5.31,5.49,5.98,6.4,6.51,6.51,6.52
2001-04-01,1.552,1.409,1.45,1.447,1.443,1.517,1.532,3.423424,3.365385,3.307276,3.006614,2.902056,2.241066,2.422774,18678.85,17258.23,18377.24,19139.98,19083.95,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,4.8,5.31,5.49,5.98,6.4,6.51,6.51
2001-05-01,1.702,1.552,1.409,1.45,1.447,1.443,1.517,3.164179,3.423424,3.365385,3.307276,3.006614,2.902056,2.241066,18899.48,18678.85,17258.23,18377.24,19139.98,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,4.21,4.8,5.31,5.49,5.98,6.4,6.51
2001-06-01,1.616,1.702,1.552,1.409,1.45,1.447,1.443,3.586372,3.164179,3.423424,3.365385,3.307276,3.006614,2.902056,18158.65,18899.48,18678.85,17258.23,18377.24,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,3.97,4.21,4.8,5.31,5.49,5.98,6.4
2001-07-01,1.421,1.616,1.702,1.552,1.409,1.45,1.447,3.327392,3.586372,3.164179,3.423424,3.365385,3.307276,3.006614,18246.55,18158.65,18899.48,18678.85,17258.23,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,3.77,3.97,4.21,4.8,5.31,5.49,5.98
2001-08-01,1.421,1.421,1.616,1.702,1.552,1.409,1.45,3.137951,3.327392,3.586372,3.164179,3.423424,3.365385,3.307276,17252.87,18246.55,18158.65,18899.48,18678.85,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,3.65,3.77,3.97,4.21,4.8,5.31,5.49
2001-09-01,1.522,1.421,1.421,1.616,1.702,1.552,1.409,3.136095,3.137951,3.327392,3.586372,3.164179,3.423424,3.365385,15270.89,17252.87,18246.55,18158.65,18899.48,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,3.07,3.65,3.77,3.97,4.21,4.8,5.31
2001-10-01,1.315,1.522,1.421,1.421,1.616,1.702,1.552,3.607333,3.136095,3.137951,3.327392,3.586372,3.164179,3.423424,15718.14,15270.89,17252.87,18246.55,18158.65,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,2.49,3.07,3.65,3.77,3.97,4.21,4.8
2001-11-01,1.171,1.315,1.522,1.421,1.421,1.616,1.702,3.495261,3.607333,3.136095,3.137951,3.327392,3.586372,3.164179,17092.46,15718.14,15270.89,17252.87,18246.55,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,2.09,2.49,3.07,3.65,3.77,3.97,4.21
2001-12-01,1.086,1.171,1.315,1.522,1.421,1.421,1.616,2.643948,3.495261,3.607333,3.136095,3.137951,3.327392,3.586372,17457.57,17092.46,15718.14,15270.89,17252.87,2001,57982360557.42775,23405194802.055115,324994633.6,81.63,83.0,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,73.34,1.82,2.09,2.49,3.07,3.65,3.77,3.97
2002-01-01,1.107,1.086,1.171,1.315,1.522,1.421,1.421,2.860479,2.643948,3.495261,3.607333,3.136095,3.137951,3.327392,17240.96,17457.57,17092.46,15718.14,15270.89,2002,54208724758.91969,24556812164.97264,297143451.8,80.43,81.63,81.63,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,1.73,1.82,2.09,2.49,3.07,3.65,3.77
2002-02-01,1.114,1.107,1.086,1.171,1.315,1.522,1.421,2.444703,2.860479,2.643948,3.495261,3.607333,3.136095,3.137951,17493.71,17240.96,17457.57,17092.46,15718.14,2002,54208724758.91969,24556812164.97264,297143451.8,80.43,81.63,81.63,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,1.74,1.73,1.82,2.09,2.49,3.07,3.65
2002-03-01,1.249,1.114,1.107,1.086,1.171,1.315,1.522,2.5,2.444703,2.860479,2.643948,3.495261,3.607333,3.136095,17905.18,17493.71,17240.96,17457.57,17092.46,2002,54208724758.91969,24556812164.97264,297143451.8,80.43,81.63,81.63,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,1.73,1.74,1.73,1.82,2.09,2.49,3.07
2002-04-01,1.397,1.249,1.114,1.107,1.086,1.171,1.315,2.439024,2.5,2.444703,2.860479,2.643948,3.495261,3.607333,17027.93,17905.18,17493.71,17240.96,17457.57,2002,54208724758.91969,24556812164.97264,297143451.8,80.43,81.63,81.63,83.0,81.01,80.09,79.13,76.52,71.51,77.0,67.27,1.75,1.73,1.74,1.73,1.82,2.09,2.49
